Datetime,RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,WindSpeed_count,PowerOutput,SpeiseSpannung,StatusAnlage,MaxWindHeute,offsetWindDirection,PitchDeg,Status_rounded,ReconstructionError,status_anterior
2022-02-07 03:50:00,1.0794657762938231,0.0,9.694156928213689,2.438063439065109,599,0.0,27.8,13.0,29.8,-27.21035058430718,80.31399387000002,13.0,51.83657,13.0
2022-02-07 04:00:00,0.7913188647746243,0.0,9.263939899833057,2.1901502504173624,599,0.0,27.8,13.0,29.8,-24.163606010016693,80.31399387000002,13.0,51.743404,13.0
2022-02-06 22:50:00,15.12704507512521,0.0,11.618030050083473,15.831552587646078,599,0.0,27.8,13.0,26.045242070116863,-6.904841402337229,80.70873502503002,13.0,51.72503,13.0
2022-02-17 07:30:00,12.641736227045074,0.0,17.028714524207015,12.962938230383974,599,0.0,27.8,13.0,26.3,-2.1803005008347247,80.70873502503002,13.0,51.636745,13.0
2022-02-07 04:10:00,0.0040066777963272,0.0,8.798330550918198,0.9442404006677796,599,0.0,27.8,13.0,29.8,-26.106844741235392,80.31399387000002,13.0,51.633263,13.0
2022-02-17 07:40:00,12.359933222036728,0.0,17.057762938230386,12.86711185308848,599,0.0,27.8,13.0,26.3,-9.569282136894826,80.70873502503002,13.0,51.632767,13.0
2022-02-17 07:20:00,12.679799666110185,0.0,17.007512520868115,12.933055091819698,599,0.0,27.8,13.0,26.3,-5.888146911519199,80.70873502503002,13.0,51.630905,13.0
2022-02-06 22:40:00,16.69398998330551,0.0,11.640066777963272,17.781803005008346,599,0.0,27.8,13.0,28.771452420701173,-5.445742904841403,80.70873502503002,13.0,51.628223,13.0
2022-02-17 06:40:00,13.59432387312187,0.0,17.0,14.461769616026713,599,0.0,27.8,13.0,26.3,-10.864774624373956,80.70873502503002,13.0,51.621616,13.0
2022-02-17 07:50:00,12.803672787979966,0.0,17.263606010016694,13.091151919866444,599,0.0,27.8,13.0,26.3,-4.370617696160267,80.70873502503002,13.0,51.614986,13.0
2022-02-17 07:00:00,12.420367278797997,0.0,17.0008347245409,12.689816360601002,599,0.0,27.8,13.0,26.3,-8.333889816360601,80.70873502503002,13.0,51.601776,13.0
2022-02-17 07:10:00,11.76588628762542,0.0,17.001672240802677,12.227926421404682,598,0.0,27.8,13.0,26.3,-9.165551839464882,80.70873502503002,13.0,51.592274,13.0
2022-02-17 08:00:00,12.976627712854755,0.0,17.594657762938233,13.297495826377297,599,0.0,27.8,13.0,26.3,-8.45575959933222,80.70873502503002,13.0,51.587772,13.0
2022-02-17 06:50:00,12.363772954924874,0.0,17.0,12.628881469115193,599,0.0,27.8,13.0,26.3,-5.819699499165275,80.70873502503002,13.0,51.583797,13.0
2022-02-07 04:20:00,0.4520868113522537,0.0,8.775626043405676,1.4482470784641068,599,0.0,27.8,13.0,29.8,6.721202003338898,80.31399387000002,13.0,51.519413,13.0
2022-02-17 08:10:00,12.959098497495829,0.0,17.80066777963272,13.213355592654423,599,0.0,27.8,13.0,26.3,-6.010016694490818,80.70873502503002,13.0,51.511707,13.0
2022-02-17 06:30:00,12.89482470784641,0.0,16.78430717863105,13.26644407345576,599,0.0,27.8,13.0,26.3,-8.055091819699499,80.70873502503002,13.0,51.50943,13.0
2022-02-17 06:20:00,13.792976588628765,0.0,16.388795986622075,13.989966555183946,598,0.0,27.8,13.0,26.3,0.2374581939799331,80.70873502503002,13.0,51.485943,13.0
2022-02-06 22:30:00,15.936120401337792,0.0,11.625919732441472,16.786287625418062,598,0.0,27.8,13.0,30.1,-6.352842809364549,80.70873502503002,13.0,51.42484,13.0
2022-02-17 06:10:00,14.015191986644409,0.0,16.220200333889817,14.092153589315528,599,0.0,27.8,13.0,26.3,-2.318864774624374,80.70873502503002,13.0,51.42162,13.0
2022-02-17 08:30:00,13.977333333333332,0.0,17.898333333333333,14.540666666666668,600,0.0,27.8,13.0,26.3,-8.278333333333334,80.70873502503002,13.0,51.39794,13.0
2022-02-07 04:30:00,0.0,0.0,8.591318864774625,0.8622704507512521,599,0.0,27.8,13.0,29.8,-12.796327212020032,80.31399387000002,13.0,51.393093,13.0
2022-02-17 08:40:00,14.40116861435726,0.0,17.9008347245409,15.295325542570952,599,0.0,27.8,13.0,26.3,-8.485809682804675,80.70873502503002,13.0,51.392544,13.0
2022-02-17 08:20:00,12.550918196994992,0.0,17.87946577629382,12.702337228714525,599,0.0,27.8,13.0,26.3,-5.799666110183639,80.70873502503002,13.0,51.375237,13.0
2022-02-17 06:00:00,13.692140468227423,0.0,16.12541806020067,14.229598662207357,598,0.0,27.8,13.0,26.3,-6.070234113712375,80.70873502503002,13.0,51.358574,13.0
2022-02-06 22:20:00,16.701669449081802,26.213689482470784,11.46644407345576,17.297996661101838,599,0.0006677796327212,27.8,13.0,30.1,-4.89983305509182,80.60065898258442,13.0,51.329903,13.0
2022-02-17 05:50:00,13.879799666110184,0.0,16.101669449081804,13.993823038397329,599,0.0,27.8,13.0,26.3,-0.7262103505843072,80.70873502503002,13.0,51.27565,13.0
